,,AUS,AUT,BEL,BGR,BRA,CAN,CHE,CHN,CYP,CZE,DEU,DNK,ESP,EST,FIN,FRA,GBR,GRC,HRV,HUN,IDN,IND,IRL,ITA,JPN,KOR,LTU,LUX,LVA,MEX,MLT,NLD,NOR,POL,PRT,ROU,RUS,SVK,SVN,SWE,TUR,TWN,USA,ROW
CHE,C13-C15,6.38370584,24.19738593,3.588407472,2.354670183,1.721531416,10.61613704,334.6234439,62.80602581,1.000866129,0.339336131,148.7233983,1.536898511,6.176841933,0.222659956,1.404091839,18.16970845,26.78722541,2.857548187,0.186781752,1.481408715,0.591121871,1.307983009,1.033585263,190.5590712,33.14834656,13.31173266,2.311793089,1.856375623,0.535613664,1.689402335,0.041163304,6.387445771,4.31445989,2.694604533,2.065756292,0.448557489,1005.308492,1.15238164,0.774235792,1.741520342,5.600636454,6.492264426,67.22916325,504.8465702
CHE,C16,0.17891839,0.599252587,0.543458592,0.012737044,0.086430471,0.105882042,535.444098,0.948029218,0.006054855,0.079623081,3.050627107,0.138278589,0.395521785,0.003790711,0.038915799,3.844113915,0.904271338,0.046520573,0.002712407,0.063079317,0.003898748,0.081950634,0.151728013,1.468383246,0.721062971,0.308065787,0.004808908,0.073185979,0.00228232,0.117749191,0.002384861,0.560275322,0.091657992,0.105106437,0.052200326,0.019391616,1.975044629,0.028424995,0.010316547,0.142248633,0.167081556,0.141443787,3.049588231,8.865395634
CHE,C17,0.090046533,11.30372356,0.135331899,0.012024144,0.015552478,0.083533667,144.2480651,0.180857521,0.009172394,0.197827623,88.48074523,0.244164265,0.510859716,0.004815972,0.061770789,7.544757334,0.657722448,0.016544248,0.086813282,0.525682789,0.364477462,0.022026854,0.041968414,1.014959844,0.075549624,8.814241701,0.529103588,0.048964078,0.007804661,0.00811594,0.000778171,0.374927046,0.168025698,0.315136745,0.106133933,0.002061272,10.70484035,0.061613751,0.11814491,0.450852923,0.13651984,0.018123558,1.305813594,4.692716911
CHE,C18,0.087173449,0.065969031,0.09119654,0.007936116,0.011562939,0.006391679,398.2687341,0.103591656,6.87468E-05,0.044075323,0.330768035,0.014392928,0.02419061,0.001156242,0.005227641,0.268799342,0.034905637,0.013012739,0.005370423,0.01358568,0.003062441,0.00190951,0.771752236,0.10113436,0.005532404,0.012451559,0.000711589,0.001730167,0.001707782,0.00209421,0.001109983,0.160651683,0.055845656,0.155765003,0.027825472,0.02781178,0.006456113,0.006376066,0.006424754,0.058291914,0.005327129,0.002190254,0.177931056,-2.44392E-05
CHE,C19,0.423308263,2.169746061,10.16096794,0.249952801,0.344355414,8.367191808,123.4332737,3.361408678,0.239477737,0.964335164,192.2548806,1.676382535,3.260441658,0.026881862,3.146393053,57.59479789,6.301592643,0.729046096,0.106353155,0.863928661,0.189001495,0.096142413,0.142595817,12.70737188,0.737400235,3.507144812,0.13475539,0.300176937,0.135268511,0.112942484,0.10286229,13.5777492,1.585929205,0.717692729,7.585039482,0.176839979,11.99654593,0.019633698,1.170967311,4.038259564,7.931697677,0.860486863,69.65563637,290.6637092
CHE,C20,10.79228138,37.19797532,14.49281983,0.974618803,6.735486126,0.858364825,1012.395611,8.076968379,0.755451437,7.544644585,373.0037875,2.747455341,8.940465655,0.451931597,3.562866879,73.22943669,29.26805623,10.22311702,0.904543313,1.463938128,1.378099591,2.584872019,48.37123104,26.56068414,12.28996218,9.672260108,1.431433407,1.063649838,0.546659847,4.272893253,0.318481696,6.340608492,4.123819598,14.18265597,0.798714675,1.844997898,264.8519929,2.846927214,8.620739458,10.75256234,12.20425061,1.505985511,76.72067929,160.5956763
CHE,C21,765.4180543,592.1270891,115.3218431,102.1152659,571.5358281,1137.20573,2155.837984,1745.344817,36.00952569,99.65853935,4812.169621,33.00929807,1281.062719,10.6786942,89.05658117,2139.758209,1339.873728,605.7480534,33.43420842,74.36201002,118.4596576,10.86069967,63.51015987,967.10782,39.94938907,55.01021531,33.99708797,2.07437922,91.20418807,350.1540978,6.289858143,353.2487621,112.3783111,517.2349023,264.117103,376.0299485,40.89108774,233.2630916,131.4969216,169.0470528,3.361524673,158.2572929,5808.039257,6911.319583
CHE,C22,5.191081687,21.67123799,4.362653414,3.149362313,6.246266427,3.306384067,271.4542522,20.8427147,0.167938492,2.135905244,296.9471282,0.961032459,3.006557938,0.167613273,4.483335921,29.5249692,20.37394515,0.888695237,0.084892872,2.700883295,0.729351701,4.125670187,5.042857076,22.68406918,13.96663087,0.937306511,1.454642073,1.085038996,0.395957698,6.082186828,0.115566233,10.36654324,1.665172874,10.07688378,1.15383475,1.797335062,5.951525521,1.564479295,1.726687475,3.538706861,3.709158867,1.233417273,42.29080497,61.32626385
CHE,C23,0.88951841,9.688733762,0.579417254,0.09663282,0.528835968,3.665902278,88.34336965,2.203493344,0.025092946,0.500938687,10.22354372,0.279276933,0.886795091,0.102191139,0.087789896,5.37083289,2.371318605,0.229417777,0.021527362,0.099768375,0.020077297,0.304395565,0.228387407,3.243834192,1.381199112,0.216298602,0.594746443,0.148132062,0.031777138,0.31459809,0.016374582,1.135979983,0.190887343,0.285131018,0.063411667,0.086382943,6.51128634,0.089705751,0.0757364,0.137703376,0.192314395,0.403999938,12.55264478,13.34799701
CHE,C24,0.167199092,0.566526791,0.372554058,0.021787999,0.258345372,0.098620636,-2997.980914,2.476459789,0.002272668,0.148421573,5.029010814,0.135843823,0.341333013,0.006093514,0.052242074,2.155139956,1.010015253,0.038039864,0.018214724,0.069340359,0.044982997,0.265460753,0.185052678,1.497913725,0.566751919,0.456528627,0.021492991,0.088077227,0.008695024,0.281541918,0.003143628,0.466125653,0.087320913,0.248219621,0.039322474,0.063074615,0.735675196,0.068871494,0.022738888,0.167514144,0.58292886,0.163298952,2.629757458,0.000267359
CHE,C25,13.70128999,70.82600535,27.65914984,0.877022557,14.93257595,8.060989779,694.7590126,25.79668739,1.995001322,6.221047418,409.154477,5.529951653,26.75619692,0.283908039,1.064704418,58.60651479,24.65976585,3.19564298,0.36915226,5.313828517,1.602538781,6.503008337,5.012553248,81.84708415,37.21976166,4.504721476,1.203544561,0.888414735,0.141368895,31.21214692,0.249520026,13.65203058,9.495153626,15.64063184,1.25547543,0.706695914,116.1369066,0.490671854,0.569231489,13.08088663,12.51911643,2.82553384,117.6621955,198.9663789
CHE,C26,139.7893151,200.4052774,82.04459498,12.85326641,97.47789747,131.5364264,9052.505859,1194.722537,5.608648942,22.71541472,1797.154505,44.45999678,187.8973449,4.55603615,26.41905134,906.0370168,338.3811562,36.44065684,9.533089253,8.399679708,44.90244262,119.7385975,10.13134923,716.669419,1042.235499,309.1048217,5.743791667,5.358453883,1.383043387,63.91576283,7.418271491,160.9004941,47.87630415,57.77529662,82.00477724,10.03155818,220.8234681,3.037614623,10.96852793,50.29121783,126.4515734,227.3123079,972.4363,4250.84433
CHE,C27,27.59635232,100.2907962,35.77640977,2.206841907,28.27460594,37.13167197,4683.398137,281.1490681,0.133923904,19.17101742,1143.721066,7.213458834,58.83057102,3.500496442,11.30520617,106.9011553,78.43988951,5.747898985,3.660729073,14.33201147,3.835519331,29.60896129,5.60979612,41.68490485,97.17420549,68.20981906,1.553942521,1.928415208,1.443011232,13.31560358,0.72317099,20.37597671,11.03035076,28.68462004,13.33359957,5.623222108,23.02041681,1.209732765,5.244303868,47.95993793,30.97180969,23.31311681,287.257098,393.1890225
CHE,C28,56.02400042,293.7790912,75.8029616,14.6030613,151.9114552,58.4303563,9895.473878,1569.600749,0.526672431,97.92667757,2449.296315,54.87402945,137.180236,3.463186423,31.08693222,276.344439,228.8920859,11.87872834,12.84857343,45.92906212,33.46065707,146.3537849,42.04905516,389.6235747,109.091248,334.3483962,4.127790402,12.4647261,3.403217287,164.9149978,0.812153837,154.8799592,52.91509761,160.4632074,15.82082593,47.69840455,501.3047979,48.66565119,12.71637421,105.9679835,426.4770316,109.2314669,918.3426724,1104.626244
CHE,C29,0.329085207,32.2176722,2.091213918,3.971493009,0.083082799,0.218295456,73.10886369,1.728589626,0.062178023,4.968813227,115.6446642,1.145829491,4.410075721,0.029644264,1.434632892,21.98612429,5.617219287,0.164128225,0.529193051,0.878736932,0.008830698,0.149116214,0.057874958,4.863863332,0.242865583,0.027259856,3.786785547,1.336334452,0.231642683,0.141635378,0.018235486,11.50150875,1.331736045,7.618587544,1.603031253,0.475963215,624.8121969,0.515863693,0.844015275,1.114594775,0.559878221,0.054202299,2.666976606,77.32600302
CHE,C30,13.61304359,29.3008965,13.24917741,0.489581022,4.254134302,63.89554888,1847.043944,3.100806886,0.022295445,3.513654717,196.725255,0.485156775,1.307277563,0.194833238,67.50500123,41.03438122,47.98665057,0.670419799,7.607026936,52.14896698,0.812844381,9.303781314,5.56495555,90.95697272,0.747714758,0.239958168,0.579600144,12.48356309,0.02903116,0.799703038,0.003933586,20.49304997,143.5355066,31.87901753,0.274594604,0.05393538,23.22836267,0.306617377,1.228753986,12.48433786,2.217016714,0.383516383,100.5353161,510.851595
CHE,C31_C32,69.07595219,105.8395981,78.35562219,2.646072768,51.53699151,16.92521379,71.16949329,390.1057438,0.537550914,13.18315752,1263.584969,11.01988006,97.70815728,1.310515393,7.274702019,988.9611718,510.2099473,12.07231132,1.345853123,2.205416495,2.433933127,62.9310534,4.310635354,567.1742488,264.468516,23.88228672,0.758750463,4.453329874,1.200634593,56.78171753,0.298841131,64.93856038,12.07476266,19.52240834,9.951359954,2.727830953,73.60002928,6.008456801,4.125619617,7.834096101,41.74719541,18.90637367,1104.695741,2196.769771
CHE,C33,0.019106011,2.06324147,0.57419251,0.004759887,0.153619319,0.334725187,69.23724206,0.182692534,0.002918882,0.11955498,2.059265131,1.19273071,0.172541603,0.00055314,0.058025306,5.355816587,0.104511288,0.002562759,0.004349679,0.175366597,0.004458667,0.020349739,0.270395994,0.714856374,0.257892815,0.06309664,0.000994295,0.183156393,0.001194497,0.03226377,0.002931643,0.80145016,0.13390005,0.096338672,0.084631728,0.083180041,0.131616755,0.006045119,0.004309839,0.12106405,0.05189402,1.059135532,0.290112273,13.78836401
CHE,D35,0.870512931,27.11954225,332.1535904,0.21412817,0.235402682,1.555618814,3859.712492,1.218375869,0.000601608,13.28052632,60.08651733,11.21202425,5.350639257,1.064448134,5.352922537,11.63967135,2.673382878,7.975387219,1.087544441,12.28019244,0.019030247,0.01185647,0.016482885,93.4846724,0.141447393,0.043504467,0.720804251,0.012250769,0.74618443,0.122124647,0.000858185,102.825002,1.946121294,2.618916729,9.525244361,0.311100171,0.224723759,0.001871025,5.763057177,6.539591938,0.15353711,0.11078437,33.64136619,291.1929066
CHE,E36,0.032002044,0.057630996,0.597396038,0.000807824,0.014021221,0.01761614,1522.882094,0.064751247,2.38085E-05,0.02491986,0.145838088,0.021786869,0.038010316,0.002147124,0.009750739,0.086557682,0.038800729,0.015567029,0.002284609,0.022518487,0.001432214,0.00301061,0.00491898,0.221472115,0.00134077,0.010311732,0.001426966,0.00086377,0.001365204,0.000237366,5.19011E-05,0.233318222,0.019381867,0.028444926,0.018044598,0.002852876,0.001220614,0.000116253,0.012205322,0.012570914,0.001848472,0.003411944,0.111058177,3.877226897
CHE,E37-E39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHE,F,1.319931843,1.911590292,1.386822133,0.121208562,0.634882423,0.565852377,57244.95596,4.785565545,0.01166153,0.33244335,19.08313258,0.337711242,0.911462378,0.042145906,0.241869877,3.462415679,2.093032106,0.123909166,0.04881152,0.250612038,0.108554121,0.498982426,0.331511067,2.927921751,1.760858058,1.015570682,0.063725981,0.103736172,0.026231523,0.457601271,0.012835107,1.549785595,0.324244678,0.941302278,0.201155369,0.15288475,2.337135585,0.09979965,0.119302165,0.562520151,0.76658244,0.42037924,4.958401368,28.5538488
CHE,G45,0.274883403,1.24123352,1.962687083,0.005578153,0.019156435,0.025981002,8002.216597,0.238387625,0.000977771,1.003761515,58.07995921,0.808115298,1.579139854,0.012690112,0.005608638,0.496484466,5.954241527,0.035951782,0.002797376,0.126814049,0.008158757,0.004744567,0.008197458,0.84064344,0.082072282,4.430079558,0.003069522,0.755635466,0.000434846,0.441013567,0.017048553,0.222601368,0.095321469,5.4466716,0.03615101,0.206714839,2.559552164,0.003676563,0.013041161,4.426913633,0.006403418,0.355712374,13.08377275,5.465736746
CHE,G46,5.299611951,130.7543263,246.8801092,0.363692773,4.391591607,10.45762467,24350.54287,14.79151088,0.510686539,20.950083,624.4229841,93.7652028,88.07321128,0.097044425,11.63824714,860.3914699,29.70492502,1.126987688,0.20359311,24.49785306,0.509894995,1.300599951,198.7497267,476.9428348,182.5217987,21.54523433,0.225463391,63.19152327,0.67829871,3.958868738,0.25262989,496.9546625,1.758729202,46.65584315,2.958822321,0.732930026,55.90603099,0.993171645,2.239434858,31.16836871,3.24560593,8.83652397,25.87190952,16530.57761
CHE,G47,12.29812006,18.02053926,33.8106783,0.304402513,5.076126051,14.72945903,27437.72937,18.73841107,0.294026711,2.942620279,123.2825759,4.379186926,17.19694864,0.262587125,2.104399573,88.01090596,17.11485904,3.172851645,0.535704098,1.272397797,1.126495845,0.921978998,4.105034321,43.00415702,25.12996103,2.930845466,0.244951186,1.403626365,0.110043948,1.451562732,0.090531347,24.30294203,8.058709155,7.276033337,3.118568852,1.05415355,25.96685605,0.978458822,0.955856324,8.916773865,2.975010847,2.388295281,51.56452863,1443.452458
CHE,H49,20.04214997,101.0573154,209.8226709,0.790568631,0.710855362,14.92385136,8013.254575,25.67467562,0.119445215,6.921876146,221.4863918,49.97698281,61.45645684,1.665315219,5.935385285,232.6395032,22.73335392,3.500266672,2.401387864,8.717694124,0.178506041,0.444927794,8.638417515,123.756662,12.79450968,3.694910267,1.050732434,2.164546552,1.597220067,0.040183466,0.004274557,447.6844063,7.369656474,27.38162694,9.982073663,1.129878536,121.6580738,1.07314528,4.54991317,27.57733109,0.966376582,0.652650257,79.82414579,1755.896383
CHE,H50,0.077018216,0.205528591,0.158309718,0.007799102,0.015983121,0.222472969,200.5242509,0.300569681,0.0010234,0.018751869,3.081043109,0.447566803,0.03184986,0.043956579,0.194714887,0.732281449,0.802131654,0.059815201,0.011002021,0.075509659,0.002324427,0.012227684,0.077319917,0.400632077,0.845589319,0.013758542,0.002491428,0.022626694,0.000951418,0.001005554,0.002227842,2.076554759,0.203689984,0.058334735,0.052298222,0.055412249,0.321613804,0.002275117,0.011413334,0.072968947,0.047313345,0.001777828,0.139120458,62.89934288
CHE,H51,0.471642817,17.74236496,36.89512798,1.463646367,0.312869412,11.7960335,2553.898578,8.064197221,1.096503434,2.015966162,35.34666202,3.339777484,4.819450915,0.25396126,5.033191616,57.21263375,22.24729441,2.845553407,0.35523328,3.460174185,0.28386236,0.154329136,16.31750631,164.0339177,24.06569648,5.146879632,0.573357807,0.771096429,0.327276677,0.59220541,0.144227223,78.27143474,7.237553279,2.927001793,10.71175726,0.879376265,6.163029591,0.358729276,1.976202598,9.545159815,0.131363849,1.441734523,257.4631618,52.80609404
CHE,H52,1.801385871,14.44261222,90.04960271,0.057212416,0.086240292,0.536310132,844.8889145,0.20812601,0.012590513,2.1616297,97.85413339,9.572447225,8.961200135,0.012163964,0.50167311,30.59814574,3.033808629,7.004752288,0.249192034,1.009611809,0.043136041,0.00307474,0.315229785,55.8621004,2.306249692,3.353673436,0.278151558,0.309346989,0.012395601,0.015346988,0.002209324,7.329831908,2.033802688,1.152615905,5.724026923,0.072021204,7.022528977,0.59861644,0.507164604,15.26710128,0.036964203,0.184103016,0.958660816,117.7545244
CHE,H53,0.151804896,1.948941541,2.298355033,0.030578249,0.899220297,1.643129409,344.9275383,0.511458953,0.023110946,0.161236548,33.63113771,0.583779327,3.333082481,0.047541705,0.645741376,11.56422311,7.287896048,0.553085831,0.097956573,0.321323808,0.069202198,0.015540504,0.467070328,2.052373373,0.818530543,0.441353502,0.132684706,2.581164366,0.147091207,0.128141749,0.019174139,13.19775435,0.962908228,1.903751174,0.506317191,0.136650313,0.12389104,0.446610338,0.160538969,0.449425358,0.216527425,0.055591844,0.150922662,118.8409957
CHE,I,7.141480567,31.06154536,22.61317994,0.425581432,5.248166569,27.51471073,17289.03833,14.66659805,0.293869754,15.20612038,333.0496438,0.103555268,25.17529655,0.741894225,3.202808856,4.270424809,116.5411318,0.080072367,6.153300176,1.858380477,1.626668407,0.137619391,2.220195812,113.1900302,16.2218481,0.660734958,0.02238454,5.475756536,0.259328584,0.0881103,0.009713906,112.5353944,0.539208791,0.412331042,8.95203843,3.793048537,1.90298952,0.176597099,0.854566983,0.479667441,0.212926634,5.455585816,3.454753865,1235.232282
CHE,J58,14.51961458,16.62261084,24.56991816,2.063368744,0.038887892,0.028659,1919.610901,0.337105996,0.013000413,12.41724699,73.81282096,3.233982168,1.209418608,0.221274423,1.387973484,37.96367679,0.776276462,3.045820009,1.479578123,3.508521619,0.025326312,0.001474095,26.57878485,8.33014832,0.78428284,0.067262427,0.118344815,0.009002909,0.482400559,8.20747E-05,0.29903482,24.16866754,6.933417398,31.71395502,7.757872362,6.785465353,0.000953711,1.673567077,0.74368169,16.53048495,0.000601147,0.059943745,24.70633597,69.11286253
CHE,J59_J60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHE,J61,0.721378378,8.340804965,27.6669272,0.761046582,0.643948442,2.570183189,7948.571168,4.081733219,0.02146015,0.766984253,43.08737431,0.748926887,14.9053948,0.970199605,1.871892156,1.000350382,5.907053091,0.429086927,0.944209928,0.456445583,1.775847014,0.34601637,0.381259277,65.04479136,0.3760885,0.090673895,0.316845054,0.006285435,0.013857784,2.24245334,0.011520307,12.16165949,1.376226547,3.58955881,5.547297308,2.307902744,4.201066339,0.416564503,4.54667956,7.748551112,0.233885865,2.964232563,1.06756351,57.98163874
CHE,J62_J63,1.627684015,0.348714419,0.696307619,0.799408575,21.49752004,64.83025444,7894.531931,85.75521671,0.027248276,7.416395493,88.83970128,4.186380426,123.6869077,0.198132933,0.031466573,109.1704734,32.26141975,1.751322552,1.596918187,3.994850092,0.285878333,4.354853613,0.524368206,8.43924942,8.153496013,7.989392919,0.001323521,0.161890819,0.235483288,0.010149699,0.14141748,91.14405482,0.080287145,18.0723473,0.024998398,4.03469052,0.067781451,1.631792534,0.760897386,15.13662914,0.197847658,1.497310829,10.4279681,5482.979613
CHE,K64,7.385235929,74.13422534,62.65956442,0.456595542,46.43404627,77.71770634,5365.313516,7.307700193,1.317161491,6.995885328,1781.726471,30.76445978,155.2388423,0.9824113,27.59195389,639.5875695,397.5129804,30.3687197,4.874290731,15.97734476,3.932189978,0.001424778,25.23247026,38.61124088,45.22928133,23.20960741,7.055432026,150.9903503,8.529759354,7.436360582,1.08093531,733.3437002,52.58879314,104.4092895,24.51622265,6.205487136,5.323873263,24.39547698,7.675437792,20.53851216,12.57956503,1.529438529,3.102825926,4519.634484
CHE,K65,0.450192476,11.45867224,11.14740814,0.274796968,0.155694139,0.72756457,21060.31653,0.592582191,2.642943208,6.51829153,36.80702049,1.257198006,0.335501908,0.074455429,0.085338597,4.326329215,5.631004636,26.22327176,0.294075993,3.742955072,0.039948569,0.005418496,5.219465395,49.9603897,56.87837798,0.547902595,0.251921816,0.117969463,0.006352905,0.31508048,1.136347433,5.42765922,0.197543859,13.57976415,1.041641498,1.339242668,0.286171726,0.543864431,0.149022291,1.699063649,0.022576835,0.079965712,4202.047312,314.5621021
CHE,K66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHE,L68,0.557656416,0.317408913,0.079101263,0.002165538,1.64633945,0.163534448,65342.80634,0.040522725,0.001307951,0.045216498,2.722420114,0.007837571,0.399639627,0.030631191,0.002575082,0.069611467,44.90644571,0.016603329,0.00191213,0.004351935,0.189368636,0.004270231,0.016483571,7.895450948,0.059217977,4.004388182,0.000638942,0.009021236,0.000661818,0.000536669,0.002766619,0.281613143,0.191096334,1.708115229,0.052441241,0.004140622,0.024883626,0.002315874,0.001322402,0.012085989,0.00289166,0.501482982,1.911495289,18.07868661
CHE,M69_M70,60.20114054,9.477517817,19.23694402,1.23074171,17.33754829,9.586199971,8080.307805,117.8598995,0.024609937,1.733042474,127.7476771,4.843740106,25.97514695,0.524645222,4.883516994,214.6642465,42.79502124,3.750488064,0.490558401,2.603066187,3.543018037,0.400427011,2.640007996,106.1520743,0.4187923,28.74075679,0.390102302,3.384672586,0.060014782,0.095734834,0.122971107,121.3356954,48.3381621,65.17458927,2.008942327,6.288883383,0.847119566,0.191298534,5.510127789,9.624464915,0.237768951,0.696172455,131.6193758,105.7292301
CHE,M71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHE,M72,17.47378244,60.66482649,112.7156632,3.729284176,14.67450078,27.76958774,15649.27824,44.48110336,0.824846998,7.141897764,726.4191459,16.00095353,34.72206275,0.317650658,37.71739083,373.9486514,132.9549884,14.61060809,1.036240895,2.446162134,2.702801038,0.257921197,9.399830684,73.30571527,3.006627272,170.4391112,0.83879728,17.47993887,2.155631969,8.013627665,0.145203705,127.0676223,10.80659074,14.64745112,6.534988336,11.59299989,3.681697322,5.392995957,5.28409191,91.77830751,0.186582992,3.606937763,221.3160101,151.4364954
CHE,M73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHE,M74_M75,0.067940793,0.070554951,0.059164025,0.004831021,0.026403512,0.05812527,410.9718915,0.346578311,0.001204692,0.016210871,0.914032963,0.017351806,0.067819162,0.002046073,0.0090998,0.378863702,0.971237993,0.018614393,0.00772844,0.023451275,0.012419386,0.024408899,0.073052745,0.451329885,0.529613721,0.41050788,0.003407654,0.079451595,0.000678562,0.078680779,0.001865678,0.284045036,0.121919867,0.201669549,0.036416979,0.010489705,0.046891225,0.005058681,0.024786812,0.056781256,0.026325786,0.050994895,0.383317518,0.866589665
CHE,N,82.62360716,0.306074849,1.065894432,0.013135192,44.38043043,1.956246742,3448.028562,1.021324231,0.001874516,1.631592054,7.640401887,5.200275714,1.460795163,0.069154442,0.089374137,1.971491154,75.62247638,0.087667193,0.029109536,0.066109845,0.015042202,0.052776547,0.08786897,122.5131915,0.198474237,35.67711816,0.006060651,0.062160153,0.028111339,0.013114958,0.021519719,67.52092866,0.082218562,0.303017794,0.116187239,0.057326099,0.156321333,0.027670943,0.037165614,0.324304175,0.012574366,0.04389888,25.09596787,119.6917599
CHE,O84,12.33672619,20.37133151,21.34406173,0.366599397,11.65011983,21.95616141,53498.95402,46.5183455,0.088990272,2.336320908,74.09951287,2.836405314,42.1474477,0.085907491,3.714897464,41.32482494,22.22948089,1.272575285,0.236956017,0.821707614,0.184199242,6.369315129,11.75796431,28.31111876,3.598584646,22.57314687,0.128762318,1.875210771,0.080911146,0.104414645,0.066257538,27.37651751,2.232623706,4.731767804,1.135087528,1.057771647,2.665697537,0.233164287,0.517444322,10.44180211,3.492065332,5.764033992,121.4304478,577.2273041
CHE,P85,4.589445656,0.782553208,0.441867367,0.283304902,0.552292736,19.20803431,32398.87505,6.796599388,0.000852185,0.374940792,0.651221403,0.499566581,2.637839518,0.285782341,0.368003286,0.530205525,2.477195672,0.149102623,0.098293603,0.249719171,0.131524787,0.655389505,0.220962069,6.831087459,2.19758925,0.313497622,0.058608978,0.282438297,0.070216869,2.39653E-05,0.011037474,2.120999079,0.121388856,2.989918184,0.025543117,0.249772157,0.910655621,0.64405407,0.155968107,3.401647892,0.168266577,0.752030984,10.97821478,254.4989737
CHE,Q,6.152946132,186.9329059,9.241023686,0.084368762,0.715106663,8.716315584,71962.30792,4.813737426,0.023439408,0.206315721,9.266090567,0.207612956,3.158304047,0.054395742,0.221137841,5.857000737,5.11173367,0.193569387,0.131061346,0.236283222,1.271291059,0.45646183,121.1148608,18.66420872,1.096247125,0.752799557,0.075657074,2.584393192,0.006213419,0.303890763,0.074855187,1.884293958,0.445316785,2.412542147,0.149857326,0.145099008,1.340531271,0.166538568,0.174562583,1.822413039,0.35967257,0.475932928,16.23503616,514.5198477
CHE,R_S,0.583035688,1.027581159,0.795769143,0.029732144,58.77808489,199.4929956,14058.48099,432.8101974,0.092511599,0.19513955,5.43623579,0.142248168,395.9042337,0.010613135,0.140379096,1.971470269,3.576549094,0.492813689,0.065232471,0.033770737,0.014459907,62.74385831,2.696815424,13.57760458,7.012971964,21.82920471,0.071164212,0.130009691,0.00807397,0.012300054,0.011855267,5.779169576,0.192587478,0.622181284,0.218277834,0.060416382,5.721018284,0.015242891,0.037674751,0.268611899,33.17230747,55.88598864,88.6315345,156.4775272
CHE,T,0.000489176,0,0,0,0,0,2246.251647,0,0,0,0,0,0,0,0,0,0.00031106,0,0,0,0,0,0,0,0.002880342,0,0,0,0,0,0,0,0,0,0.000100866,0,0,0,0,0,0,0.010868944,0.083461073,6.152526212
CHE,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHN,A01,50.97215947,3.031125505,25.32868455,1.164694175,85.83107235,80.45512517,1.694638776,372340.3647,0.294622515,1.964976494,169.2660619,4.622873771,57.06108505,0.314923531,1.34762684,47.73104082,95.68613054,8.662583348,7.236485176,2.49859593,721.4412535,100.6205062,7.216628978,94.37488117,988.023028,251.0009186,9.229658721,0.144766034,1.997550483,10.29448396,0.034633175,41.80997649,5.876384471,25.32887992,13.88262988,6.960971523,324.8872689,0.6990574,4.503157779,2.190240511,27.68973983,44.15735617,287.0971286,3989.597275
CHN,A02,0.042544577,0.032561838,0.018736718,7.27721E-05,0.052424292,0.439529562,0.020964065,-320.606663,1.18653E-06,0.007266719,0.462476455,0.012387795,0.020531152,0.000188089,0.008252265,0.038205016,0.001638731,5.6214E-05,8.68782E-07,0.000684497,0.005659476,0.001229879,0.011653495,0.068457833,8.008960607,0.015555469,0.005219479,3.41988E-07,2.08417E-08,0.868408429,0,0.000403206,0.036132372,0.021659691,0.009241004,0.000117513,0.018263554,0.001596606,0.000296483,0.011695262,0.006980761,0.254935619,28.38111645,0.860679693
CHN,A03,0.037604473,0.000441872,0.003248995,0.00738877,0.263707539,0.00149955,0.000472252,66920.1897,2.59551E-06,0.002279712,0.01034402,4.40409E-05,0.901926985,0.000112691,1.60664E-07,0.003353474,0.00096689,0.010757667,0,0.000431185,4.91301E-05,0.711438649,0.000906472,1.805175286,2.053362111,19.93089656,0.000795934,0.004243968,0.004049603,4.925470303,0.021380007,3.98628E-05,0.012627221,9.78142E-07,0.172570063,0.015661647,0.06275947,0.013078006,0.008207543,0.000981492,0.037658464,75.37579961,0.056820039,642.2804484
CHN,B,98.66551587,11.55897713,21.10248356,3.233874748,73.0843552,89.37489142,6.836957132,14366.3684,1.562871571,9.272151816,231.3535838,12.52729839,56.62895883,1.934354406,8.927788198,80.27565087,149.524046,15.46780035,2.29571037,3.002454791,48.64548878,107.5571991,4.149078722,66.97798282,204.3904684,57.70189799,3.632604088,0.681531421,2.156312603,99.15564642,0.830661569,56.51450696,9.152817385,30.25693935,4.924601304,6.267019512,59.81128898,4.725420478,3.934455259,13.36955568,56.65863272,25.36613334,956.408795,844.6972099
