,,AUS,AUT,BEL,BGR,BRA,CAN,CHE,CHN,CYP,CZE,DEU,DNK,ESP,EST,FIN,FRA,GBR,GRC,HRV,HUN,IDN,IND,IRL,ITA,JPN,KOR,LTU,LUX,LVA,MEX,MLT,NLD,NOR,POL,PRT,ROU,RUS,SVK,SVN,SWE,TUR,TWN,USA,ROW
IND,G47,0,0,0,0,0.000293018,0,1.27633E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108341.8079,0,0,0,0.002402767,0,0,0,0.000127814,0,0,0.000923619,0.000895202,0,0,7.53907E-05,0,0,0.012326774,0,0,0,3451.24243
IND,H49,0.833355511,2.470897609,4.534381379,0.03830548,0.118245118,0.283418208,0.282738247,6.098201619,0.05901188,0.630621224,3.389631547,5.098853919,3.18115788,0.03298791,0.815013029,28.74655216,1.954805489,0.151161689,0.051463951,0.083236489,0.20870978,142236.2866,0.012186536,1.409265522,0.547684681,1.251921889,0.013840373,0.015301153,0.07050926,0,0.000848472,2.498330111,0.040416699,3.097121589,0.02724115,0.023745466,4.390383515,0.025900757,0.011842159,1.604139876,0.200110421,0.123682611,4.93066119,2467.355018
IND,H50,0.022375615,0.047397157,0.010809481,0.004431732,0,0.042677128,0.002258113,0.871280675,0.006036343,0.012925657,0.55081327,0.558851292,0.009872063,0.010858563,0.434717696,0.97191791,0.910656294,0.030581099,0.000421772,0.001688275,0.019667311,275.3945979,0.001269315,0.031542828,0.454333058,0.006473826,0.000213457,0.000213391,0.000298672,0,0.012202021,0.139688988,0.074850464,0.013633873,0.001589601,0.014747459,0.131179695,0.000171252,0.000280744,0.032558826,0.130298555,0.000304125,0,1138.383052
IND,H51,0,1.056003232,1.938307148,0.181312253,0.44389027,0.647597367,0.102588016,4.744561335,1.370699632,0.453028491,1.235285152,0.812166445,0.597306164,0.012329851,3.084261628,17.41347259,5.391312073,0.324492332,0.014682801,0.08879274,1.121531443,2532.565214,0.058789592,4.860801653,2.57645209,4.838512854,0.019102285,0.014417345,0.03558921,1.337383616,0.160518481,1.075608125,3.170834989,0.694126851,0.07386551,0.046674692,0.518969114,0.021521747,0.012835638,1.38067389,0.054978612,0.742608258,42.06239662,201.7232731
IND,H52,0.265374473,1.214240317,6.851249614,0.008829416,0.343607855,0.03884867,0.011092652,0,0.015795823,0.700995186,5.531056922,3.338083775,1.574980108,0.000450815,0.513649982,12.54459717,0.909661852,1.162195004,0.021573384,0.045357147,0.218968327,5226.116247,0,2.297042686,0.299191454,4.449342935,0.013167656,0.008970177,0.00106274,0.034610535,0.00222491,0.103208883,1.778210891,0.399826886,0.05528276,0.004562762,0.846377475,0.053356773,0.004492186,3.200230424,0.027950349,0.120322649,0,539.0574463
IND,H53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51691.82786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014810993
IND,J58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND,J59_J60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND,J61,1.542355394,7.320146071,45.83044044,0.107127905,2.066171166,0.316052287,0.02899709,47.13803474,0.077943914,0.021693961,3.605809444,1.23985636,0.239262382,0.36836341,1.195767997,16.04842946,0.145163133,0.281395673,0.77704656,0.100332268,6.061466207,10571.79614,0.007267279,23.1718082,1.192894814,1.642713902,0.190638303,0.000376094,0.000469747,4.192343705,2.18919E-05,5.911650171,0.073842645,2.468978382,0.018364397,0.173865152,8.160918222,0.010244844,0.522519537,24.32915795,0.110452153,1.25449535,0.054537542,637.4502735
IND,J62_J63,30.19471718,0,0,0.478463848,0.717224925,0.082405688,0.004642755,17.09390229,4.006258007,11.76856993,134.5536135,42.78970303,0.020235622,0.678500902,0,256.1225649,0.008058979,0.350986919,0.700768037,4.503295869,0.009583549,22367.3925,0,4.804423033,23.02983757,0.011151541,0,5.56023E-07,2.16594E-06,0,1.04131E-07,227.2720139,0,15.97040158,0,4.632745137,0,1.036352324,0.014517683,240.7178134,0.000946638,0.006323959,1211.605029,32927.67805
IND,K64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34072.52838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008255867
IND,K65,0.000652541,0.001488151,0.001891348,0.000713369,0,0.082035123,0.05680409,0.139386279,0.000459891,0.002642033,0.001537635,0.000739339,0.003247574,0.000162054,0.000952655,0.000942428,0.003042394,0.005344559,0.000633626,0.001595261,0.030513383,9493.293804,0.004369786,0.006298442,0.014302472,0.00112547,0.001089671,0.011853023,0.000201402,0.576728872,0.000353418,0.001143348,0.000335283,0.007525755,0.002574268,3.79795E-05,0.000271611,0.001356281,0.000150945,0.001539886,0.009992361,0.012945281,0.129793702,410.565152
IND,K66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND,L68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137745.8997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03871
IND,M69_M70,1.248197175,0.05079091,0.129174034,0.015830606,0.541767468,0.07662735,0.008088126,100.9278698,0.000128613,0.019756668,1.033113967,0.10835808,0.033484451,0.002954035,0.019129012,5.406500715,0.900797516,0.031642146,0.001141594,0.020584439,1.001710076,3795.740807,0.053448779,1.145719045,0,0.137157289,0.0004621,0.00199816,1.55573E-05,0,0.000746431,1.926617139,1.032210936,0.802099869,0.001743671,0.021678386,0,0.001277904,0.031918938,0.189754436,0,0.021832882,0.479735842,35.63677001
IND,M71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5956.128469,0,37.46405687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004859794
IND,M72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND,M73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND,M74_M75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1268.922126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000104871
IND,O84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141013.3695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135190645
IND,P85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90343.64858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001776659
IND,Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46368.2602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.007943846
IND,R_S,27.29932776,0.160999423,22.92586029,1.961714131,235.8955839,30.56516336,4.182290773,5225.491377,38.03711173,0.322605008,30.25238218,1.216576634,7.827353503,0.517923472,46.24383246,218.4802866,2924.621453,9.638535347,0.230353856,0.009153637,0,35767.24303,0.184825009,14.70235936,18.04450484,3.588498813,2.358119941,0.005340981,0.003494727,0,0.000569861,21.29506565,47.34734567,14.20323602,0.10666652,14.33259569,0,0.677385023,0.095263466,20.53607216,19.17249429,28.94085961,4.560266351,797.2158793
IND,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRL,A01,4.155607919,1.258807596,5.776486637,0.459188819,1.68793564,3.52647901,10.70644149,19.98210874,0.627203382,1.713781131,30.11996408,25.85289212,14.40260134,0.064613239,12.1089808,54.57264225,2887.797455,2.133054767,0.074378583,0.85586117,0.112007407,2.273921533,670.1046014,44.39300599,1.906715613,2.87601889,0.135074192,0.458731855,0.149012273,0.524672747,1.036819465,29.71379176,4.299167062,4.566228387,20.27397103,1.777017201,6.870901188,0.38692805,0.247931615,9.587501477,0.593298516,0.430937457,44.99140026,246.4584071
IRL,A02,0.383362626,0.506050854,1.130466076,0.028225889,0.174232151,0.333768886,9.837814023,0.692279978,0.005069361,0.126568432,2.339534276,0.387413462,1.416963127,0.006917092,0.050857453,2.302333702,16.20680017,0.140382699,0.008036355,0.439295336,0.012102023,0.044692549,252.4321761,0.871188539,0.241047372,0.310442631,0.01103318,0.046679218,0.0105748,0.05655602,0.006919928,1.231423149,0.405351037,0.299262013,0.229166239,0.080514501,2.198570171,0.019059312,0.014661343,1.017276638,0.054628011,0.035952143,4.419438462,0.904015131
IRL,A03,0.353809125,0.05510312,1.333675936,0.0130689,0.078407484,0.143638424,0.366515098,1.37353614,0.002183651,0.054872303,3.879642262,0.11520845,66.22892292,0.01075579,0.021846983,75.15353741,1.371918734,0.516955336,0.0034522,0.030811304,0.005429716,0.149664898,-6.880719923,14.84884539,0.080720082,0.135738842,0.004766547,0.097826503,0.060512546,0.087732557,0.001994906,0.367940112,36.30846658,0.128713871,1.783414331,0.034732425,0.236944979,0.008290827,0.024743964,0.842337058,0.04241459,0.034334722,1.902841315,103.3572604
IRL,B,0.105120016,0.035450324,0.167943939,0.01124748,0.018197295,0.279828904,0.103626388,0.632300351,0.003690728,0.092178855,3.360073114,0.131239021,0.46826122,0.003603765,0.016878515,0.572258059,8.367491053,0.037889354,0.002993438,0.013971153,0.003582979,0.018279272,158.11267,0.24436511,0.291928934,0.055158762,0.02637972,0.00700625,0.014624297,0.059908671,0.003858789,1.312163408,0.020408174,0.300776744,0.063764139,0.010331146,0.146058731,0.013587761,0.003318957,0.178502862,0.019498543,0.020669076,1.928949198,0.107901301
IRL,C10-C12,213.0240553,76.32004778,626.5347236,46.32520808,22.97121167,431.5611484,173.6950762,1223.688418,19.88075836,105.0111013,1935.050488,429.6850818,494.1812057,19.3451986,55.2864807,1913.179788,10755.79578,100.5476459,2.564907316,31.9012406,11.32902726,3.802773953,-212.858137,849.1683916,242.0653815,164.9760438,17.82405947,11.21187689,93.16705435,356.4459785,23.08863887,1300.514666,43.03477789,373.3744837,135.9966723,28.85464794,382.104033,22.23492057,5.956656607,735.5209371,85.76878324,55.66710221,1398.971507,5163.078833
IRL,C13-C15,0.183341233,0.353912292,1.330388684,0.013902842,0.026536205,0.555908489,0.201780312,0.306492612,0.008072877,0.055074181,3.722913431,0.331404993,10.1350049,0.043731436,0.284521398,18.42241968,70.18819277,0.475524646,0.068777081,0.622326062,0.001813851,0.036135415,111.7849428,1.38242001,1.733964073,0.128131779,0.805131491,0.078267815,0.058895871,0.06900354,0.003436655,1.122415884,0.357978412,0.919340609,22.57021355,0.130315944,6.090003447,0.033499118,0.016720528,1.264277381,0.16847529,0.016198074,8.19091152,7.845177738
IRL,C16,0.064797578,0.012759126,0.032296328,0.003056091,0.089159932,0.027353226,0.027359927,0.035206473,0.008366134,0.022529397,0.372219525,0.0350183,0.058814413,0.004265688,0.015830065,0.213750407,2.958870453,0.019005913,0.000200996,0.009360215,0.00564338,0.010048471,-292.6272352,0.039878439,0.060044813,0.016007182,0.011992999,0.001341527,0.003222652,0.05196419,0.000698405,2.186075162,0.042109792,0.029108531,0.141817168,0.007036862,0.069987648,0.002874883,0.001683461,0.265659658,0.014061933,0.002015771,0.215780439,0.13534317
IRL,C17,0.159878538,0.034287624,0.238799584,0.018950315,0.033299104,0.125940259,0.149994776,0.312980116,0.002448252,0.035858249,6.727641697,0.075455278,0.243806142,0.002025759,0.080098165,0.617832312,28.36994541,0.033616651,0.00413533,0.122958941,0.002663306,0.016825438,-156.939712,0.340429967,0.171529854,0.394990539,0.01054027,0.047090611,0.002854616,0.104211051,0.020748852,0.414861425,0.133091915,0.119240888,0.120265177,0.080317671,0.136106976,0.017780575,0.005622186,0.408233687,0.052284139,0.021307633,1.59897794,0.483784507
IRL,C18,0.70256988,0.46591061,4.705006309,0.297422792,0.566629855,0.545756436,5.001384757,7.526354684,0.005659104,0.317487358,18.35081642,0.962736149,1.799353419,0.012299572,0.735378569,8.743702807,24.2467853,0.162555959,0.025543134,0.24302598,0.009790092,0.046040303,250.5264583,3.673503108,0.645471544,9.92935164,0.022592371,0.482838087,0.04177735,0.246128574,0.013811201,2.886090557,0.407748374,0.706305583,0.314474389,0.155145956,1.022593186,0.039876801,0.03565463,8.122773358,0.11625259,0.097242244,6.942320875,5.47511E-05
IRL,C19,0.094860485,0.032607087,0.12839675,0.006987793,0.04483309,0.081962116,0.194198532,0.172239669,0.001253845,0.03171045,0.596459403,0.065740268,0.268537507,0.001718631,0.012684696,0.77518908,9.554766947,0.059844002,0.00200517,0.021300104,0.002993288,0.011075094,49.51722575,0.219315985,0.046280239,0.076889753,0.002730235,0.011917448,0.002615548,0.01399101,0.001150143,0.432365586,0.016714845,0.074329125,0.056901985,0.020626529,0.145293846,0.004716073,0.003629907,0.258239496,0.013544674,0.008892326,9.057195067,4.848029001
IRL,C20,19.40980268,7.509556557,11.71464745,1.357252991,8.664723773,22.15755444,2.757268887,26.20624744,0.410223388,3.376432456,82.18209979,8.685229923,55.0585091,0.145457001,2.227881557,133.8972715,104.2213,14.41262889,0.079448186,1.678690527,0.710826922,0.254451903,-20.10707034,41.08718322,9.685903371,4.745450513,0.688900127,0.41603958,0.1892674,4.124791309,0.306259846,10.92373435,1.878778453,19.06824069,13.69587819,6.098462793,3.772942868,1.47564126,1.211350038,8.035253494,1.267363405,1.514687003,330.1153209,10.10858025
IRL,C21,308.5696674,124.6013689,177.3879698,22.20636804,142.7643228,373.3536742,35.86599588,437.6475464,5.349807696,46.68934206,1295.374533,142.6970227,897.1895344,1.912075141,35.59212208,2043.650764,1289.026059,183.4501702,0.835556857,21.38151641,10.17359786,1.32677308,-634.070524,673.1670251,26.94020771,25.90744515,4.38191558,5.365622012,2.699656311,56.9995161,5.020424637,158.2285744,26.90794325,256.2835719,225.7194679,102.3415038,4.89372699,22.10319648,17.1424061,121.5919709,1.58196217,20.46393286,4549.551629,1850.163783
IRL,C22,6.626054655,0.940337956,2.873176213,0.409588535,0.747244687,2.250340723,0.808351584,3.050554978,0.160980814,0.505978048,35.03355657,6.315013472,3.072477276,0.041542067,1.410284709,10.32105424,53.90717612,0.213016061,0.014422166,0.515112547,0.050819436,2.112118984,-331.9025121,4.759299534,9.462172016,0.323042687,0.168923369,0.057373361,0.035097351,12.33544893,0.022114795,39.6981423,1.870034436,2.961345524,1.74493001,0.256975024,1.267039356,0.417406072,0.133453474,2.578898221,3.037096156,0.244920012,13.06408217,13.8370092
IRL,C23,0.228869936,0.056288918,0.228187757,0.012283861,0.053291798,0.52979351,0.167832928,0.199938951,0.004254045,0.220048151,6.727871286,0.184168596,1.03750163,0.003725198,0.025048644,0.927318113,17.49245804,0.12823059,0.007990116,0.021972846,0.008380003,0.046876923,-56.00397717,0.297879938,0.846144745,0.112973531,0.07048018,0.01127436,0.003720295,0.043995464,0.001501851,0.583001226,0.08817859,0.691305412,0.114063283,0.013886273,0.448128064,0.02875556,0.009824175,0.283689676,0.059735084,0.033834654,5.403033084,1.455527266
IRL,C24,0.142288698,0.026383934,0.063534768,0.002497106,0.048704595,0.041169953,0.036544179,0.119861887,0.001407583,0.021783191,0.470912665,0.031913039,0.097454771,0.001817813,0.009996461,0.352594381,3.812280373,0.007239862,0.002351169,0.030578267,0.001302878,0.014370774,4.476450349,0.074182928,0.122313425,0.039625959,0.199273227,0.041284627,0.002846943,0.046027095,0.000380098,0.29864203,0.277759196,0.06147361,0.00960094,0.035039119,0.247447402,0.008865263,0.001572213,0.088255525,0.063067045,0.007267521,0.534294458,-7.92614E-05
IRL,C25,4.544288004,0.595498888,2.393049742,0.073292297,1.663943765,0.862937936,1.390697613,3.286503743,0.043354461,0.996294412,13.68493556,0.933257308,3.755471019,0.056552047,0.303363063,4.574175871,142.5657608,0.244966405,0.056810305,0.491941934,0.101731789,0.880189015,122.5382281,2.438594215,4.89043854,1.080006375,0.192177184,0.493693807,0.038830488,1.382757679,0.011802821,10.87943504,10.23024928,1.181542092,0.509558246,0.449993491,7.987558987,0.117201602,0.030884253,4.983484977,1.316664074,0.122569509,15.04515607,23.88939181
IRL,C26,90.16766896,18.49828939,192.1538981,4.843909566,67.17983932,14.26487809,116.1229529,173.3781025,0.634666491,80.93031495,435.0175306,73.85471497,255.1429849,4.856002957,11.28353233,248.0165557,765.6951466,6.521920156,5.541658549,9.427602882,6.501033207,59.0481182,166.7880522,164.3442451,115.6416278,12.46250808,8.56649407,5.285988881,0.614799269,2.912818273,0.324556953,192.3106703,24.64248204,34.81711097,43.8871999,4.145745685,690.6934767,0.736902935,1.320455933,588.1591144,69.06965733,2.725266621,275.6687658,1891.781895
IRL,C27,1.295843904,1.251111724,14.93197125,0.141758751,1.094291184,3.198919768,5.971546262,12.57526201,0.09555767,3.119267293,40.51396103,1.046229557,7.118883168,0.461067813,0.316294361,17.38250351,89.12100718,0.14992182,0.074923395,4.302462795,0.065593085,0.901885671,62.92129236,6.439239738,6.003103643,3.648494263,0.486197134,0.396531024,0.137114988,2.027830229,0.034122786,3.905388486,1.217974593,2.335945888,2.122609589,0.635185948,8.389035371,0.142441864,0.079569222,9.696883553,2.488589466,0.771628371,20.94337574,51.97029375
IRL,C28,39.22564618,10.19434823,15.76605136,1.249386779,14.86409035,16.12085647,14.41761289,43.94439459,0.274710489,7.609389002,118.2349658,9.551260959,32.57151973,0.67877416,4.954219242,46.66546983,235.3320951,2.011482966,0.915118263,11.53525954,0.808869342,4.372164603,50.63884363,20.98117916,11.09680951,10.08516877,1.944656575,21.38692732,0.619330395,8.707592879,0.126680548,47.18239625,13.6655226,26.1817119,3.824757953,17.87609349,135.7991102,4.576619432,0.774034421,40.66396728,32.29301431,1.87349069,161.5811699,430.510281
IRL,C29,12.59516705,0.551908146,3.581642485,0.079835485,0.871913653,1.247123423,2.46897291,3.223300589,0.031784288,1.679201207,74.33651303,0.9653579,3.939294476,0.109502514,4.090920666,21.25529994,108.372783,0.081380978,0.067983355,0.495141,0.095440508,0.820062611,-392.168293,2.724741415,1.810582336,1.397603917,0.340470105,0.093442025,0.02827286,1.06602111,0.238870882,10.16999627,1.187253751,0.806931895,0.657088669,0.225736786,24.93907527,0.194438538,0.033004943,10.73768939,1.080725933,0.091918786,5.470423324,35.49995644
IRL,C30,0.011528943,0.000832837,0.021444283,0.001024547,0.001414457,0.087845209,0.445416914,0.000833847,2.98833E-05,0.003929532,0.664515508,0.00062951,0.048781806,1.03951E-05,7.21659E-05,0.011468824,2.468518823,0.033654761,0.000247759,0.000495652,0.077337606,0.102149048,0.073659781,0.299992431,0.000467448,0.020945878,2.42475E-05,0.000286561,0.000329713,0.000135619,1.82979E-05,0.037237929,0.003839677,0.001574008,0.000813595,8.79674E-05,0.42463891,2.90287E-05,4.10341E-05,0.005459078,0.019332337,0.005125145,0.081984258,3.194603496
IRL,C31_C32,86.31028678,14.12403542,111.7620244,1.553703627,28.50756313,51.75014606,24.95691238,248.8802635,0.307381987,5.23350204,564.2002022,13.42782121,51.2590119,0.368204067,5.874161957,142.0475377,265.5897789,8.779242393,0.432460418,2.558737037,1.156363062,74.17375158,1815.1165,53.55011144,425.8568268,9.619166933,0.282380411,1.038209034,0.433011642,145.3306681,0.137310572,507.120397,5.326880856,34.41063282,10.70416883,2.227483081,17.0173967,2.37373646,1.374491542,23.54661272,23.98305715,2.772802597,1404.446352,1143.283847
IRL,C33,2.393569728,0.602815514,0.909762051,0.077468967,0.918463115,1.035626523,1.396186878,2.588573998,0.015750776,0.477607949,7.666264296,0.607607995,2.069318079,0.038483235,0.298397689,2.706334905,16.48803537,0.161501743,0.057677391,0.641883469,0.14633651,0.418698895,-28.977191,1.621824652,0.677129809,0.595342755,0.115695566,1.267218299,0.035386717,0.509605647,0.007223951,2.956135124,0.821575093,1.55232835,0.223868338,1.056687674,8.954466052,0.270858184,0.046054178,2.721488519,1.965219945,0.107271982,9.590464606,24.25858888
IRL,D35,0.01289117,0.018717186,0.157494337,0.001460248,0.009214063,0.022986842,0.090314087,0.039871425,0.000728066,0.010314437,0.22996512,0.054787272,0.143414862,0.000647992,0.006176273,0.295680586,0.399109903,0.004347759,0.000248734,0.00804841,0.000486935,0.001391993,3189.903275,0.342349359,0.048483469,0.017834148,0.000936263,0.016146529,0.004170409,0.012679891,0.000829127,0.121974779,0.002671091,0.026170651,0.018408721,0.001818884,0.15010316,0.001058401,0.000554191,0.054001983,0.003203731,0.027666055,0.087175473,2.635583438
IRL,E36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434.8278783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.19593E-05
IRL,E37-E39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1271.293674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.88213E-05
IRL,F,0.119107463,0.240541518,0.960122614,0.019823865,0.26524577,0.759139937,0.00034603,0.044133409,0.008142029,0.062793091,0.687640628,0.025180957,0.678812006,0.003882726,0.014713936,3.039090003,1.138653625,0.023060614,0.016104812,0.194089485,0.003479796,6.64667E-05,19148.65162,0.347046155,0.012452764,0.264965862,0.005630383,0.038007349,0.031695072,0.023400397,0.005677263,4.093199455,0.106649495,0.082178516,0.335957791,0.0220554,0.000919004,0.007314979,0.003079735,0.785353915,0.00515636,0.051689348,13.80814338,0.964133569
IRL,G45,0.694971037,0.407757223,1.862708408,0.092776666,0.2655249,1.194882387,0.417045485,2.31323954,0.037238044,0.252626435,5.151698316,0.813583461,1.822106097,0.038995551,0.200448504,5.868562045,22.3005761,0.260320732,0.021435393,0.179105903,0.02955205,0.080107557,748.5087618,1.920263657,0.746007581,0.405442667,0.056352476,0.055401765,0.158347738,0.682223999,0.041819227,4.534533326,0.200853657,0.781757853,1.037700213,0.11439563,1.107610071,0.052015354,0.023803271,1.846882703,0.186584902,0.126184425,11.12505179,9.843926418
IRL,G46,4.349137103,4.808290456,37.98640051,0.807528992,3.049254586,8.964652635,21.54626551,20.92693327,0.259226001,2.832072648,66.26831611,12.77749215,31.39637015,0.242536418,2.021876788,78.89243567,139.1520756,1.482393099,0.124885247,2.356936362,0.172176949,0.379295197,2059.272114,59.78965597,10.12932696,12.7182589,0.284016811,3.387981995,1.353189469,4.216345792,0.28774514,42.90893504,1.25630581,7.329703108,5.1639979,0.652134505,29.15720062,0.348124213,0.163699311,22.99405743,1.061446211,5.396924269,69.64326608,4105.221833
IRL,G47,9.954126592,4.795062005,23.19193189,1.29806473,2.504334314,13.83297229,7.001550957,36.67759352,0.519713879,3.541787196,76.33760137,12.53655725,24.21064366,0.571696717,2.989263846,71.28557018,341.6619375,3.862195295,0.242939322,1.562473341,0.432614806,1.494600197,14831.37058,29.96440534,12.16135322,6.930787529,0.849489318,0.872344237,2.229439161,10.5434774,0.603565962,43.36452232,2.621529497,11.81550007,13.8821908,1.629704765,17.87092947,0.770220319,0.365214747,23.64365852,2.967322911,1.898434317,80.63425789,436.2527342
IRL,H49,0.005906373,0.411092776,3.012489486,0.021851432,0.020087056,0.306292511,1.639375229,0.36173707,0.014518809,0.205832076,0.539475123,0.138241222,1.362439156,0.025318627,0.062727103,8.38107436,14.07531381,0.039471945,0.007429295,0.566415463,0.004647238,0.000132934,3631.016822,2.673028023,0.005646726,0.01776022,0.122650591,0.014119657,0.186245949,0.001115336,0.000207894,1.633577338,0.001201614,0.753654048,0.405805131,0.018558042,0.65330558,0.008375553,0.024270221,0.227097282,0.074049054,0.053791317,1.085128044,95.36257116
IRL,H50,0.001938355,0.028663737,0.02879013,0.009114077,0.000340665,0.165007419,0.047437251,0.186889259,0.005331336,0.015472684,0.317832685,0.055136064,0.018486664,0.029610893,0.118657804,1.015831884,23.27692938,0.028636239,0.000248442,0.041003354,0.001604079,0.087916999,78.15989796,0.216305434,0.014716793,0.00098005,0.006836811,0.000784863,0.003130023,0.00154489,0.007375569,0.329740547,0.00657869,0.013476921,0.085834837,0.04078981,0.07167394,0.000306927,0.00209185,0.019637753,0.170949057,0.000705793,0.011531447,180.3268128
IRL,H51,0.558188835,4.684116421,33.22942406,2.440905981,2.211302962,17.8247617,14.86682465,7.829535569,7.731784815,3.693503126,11.0039086,1.505258493,9.014777885,0.24459608,5.585458002,125.468554,909.8935141,2.133730822,0.094292905,14.27431844,0.58794179,1.337247633,1683.305822,216.8021125,1.942842018,4.572132289,3.937527587,0.72764607,2.305670368,1.598638996,0.651905979,24.01233399,2.178327717,4.908044396,26.32709254,0.920731848,4.080165046,0.220193802,0.636531334,7.025671713,0.728400402,7.902949046,231.5713978,283.3680382
IRL,H52,0.000326533,0.00548911,0.03066213,0.003755194,0.000150942,0.109225106,0.001450438,0.003806774,4.80825E-05,0.007393874,0.417942821,0.005490614,0.003145324,0.000252045,0.0017275,0.006782843,2.93871276,0.012526537,0.006493728,0.018010952,1.33291E-05,3.81036E-05,378.086763,0.444537509,0.229530635,0.925069481,0.007719036,0.066845162,0.002185003,0.106849323,0.000349039,0.081751427,0.096522777,0.127847183,0.077789708,0.00056145,0.045525076,0.008194254,0.005821739,0.142910622,0.056725596,0.036754248,0.178107199,0.11548381
IRL,H53,0.0027288,0.333552098,7.126570686,0.023688805,1.309480487,0.109157365,0.472870452,23.02026888,0.000322722,0.002333691,3.170584519,0.217053602,0.122347298,0.161294947,0.130114846,42.00695481,43.51626254,0.26801129,0.001773573,0.392824093,0.002308526,0.000340228,64.06133622,1.088875264,0.071572819,0.081001423,0.010904145,0.000282159,0.045097671,0.002854574,0.000204901,0.386785042,0.030168925,0.086113369,0.068685499,0.015241428,0.004704179,0.059985635,0.004580308,0.006370365,0.00078305,0.363971923,0.021307261,211.1089032
IRL,I,14.04442116,3.462814812,5.733686325,0.116058816,12.38149952,23.00924888,12.45411795,4.307375477,0.035220628,4.389395837,17.85076874,0.009787853,3.305695326,0.130795547,0.258622616,0.05371309,119.6818032,0.003961467,0.489710597,0.087160496,0.546781035,0.000891199,5878.562232,6.847290654,0.647336591,0.242340807,0.781307453,0.168243671,0.20871117,0.020351787,0.025089688,3.296156576,0.032751307,0.02285827,0.502849771,3.398015877,0.01747438,0.155484511,0.790964625,0.12235248,0.006927822,4.473824776,0.161207903,558.1689158
